SummaryLevel,US,CensusRegion,CensusDivision,GEOID,AreaName,B02001_001,B02001_002,B02001_003,B02001_004,B02001_005,B02001_006,B02001_007,B02001_008,B02001_009,B02001_010,B02008_001,B02009_001,B02010_001,B02011_001,B02012_001,B02013_001,B02014_001,B02014_002,B02014_003,B02014_004,B02014_005,B02014_006,B02014_007,B02014_008,B02014_009,B02014_010,B02014_011,B02014_012,B02014_013,B02014_014,B02014_015,B02014_016,B02014_017,B02014_018,B02014_019,B02014_020,B02014_021,B02014_022,B02014_023,B02014_024,B02014_025,B02014_026,B02014_027,B02014_028,B02014_029,B02014_030,B02014_031,B02014_032,B02014_033,B02014_034,B02014_035,B02014_036,B02014_037,B02014_038,B02014_039,B02014_040,B02014_041,B02014_042,B02014_043,B02014_044,B02014_045,B02014_046,B02014_047,B02014_048,B02014_049,B02014_050,B02014_051,B02014_052,B02014_053,B02014_054,B02014_055,B02015_001,B02015_002,B02015_003,B02015_004,B02015_005,B02015_006,B02015_007,B02015_008,B02015_009,B02015_010,B02015_011,B02015_012,B02015_013,B02015_014,B02015_015,B02015_016,B02015_017,B02015_018,B02015_019,B02015_020,B02015_021,B02015_022,B02015_023,B02015_024,B02015_025,B02016_001,B02016_002,B02016_003,B02016_004,B02016_005,B02016_006,B02016_007,B02016_008,B02016_009,B02016_010,B02016_011,B02016_012,B02017_001,B02017_002,B02017_003,B02017_004,B02017_005,B02017_006,B02017_007,B02017_008,B02017_009,B02017_010,B02017_011,B02017_012,B02017_013,B02017_014,B02017_015,B02017_016,B02017_017,B02017_018,B02017_019,B02017_020,B02017_021,B02017_022,B02017_023,B02017_024,B02017_025,B02017_026,B02017_027,B02017_028,B02017_029,B02017_030,B02017_031,B02017_032,B02017_033,B02017_034,B02017_035,B02017_036,B02017_037,B02017_038,B02017_039,B02017_040,B02017_041,B02017_042,B02017_043,B02017_044,B02017_045,B02017_046,B02017_047,B02017_048,B02017_049,B02017_050,B02017_051,B02017_052,B02017_053,B02017_054,B02018_001,B02018_002,B02018_003,B02018_004,B02018_005,B02018_006,B02018_007,B02018_008,B02018_009,B02018_010,B02018_011,B02018_012,B02018_013,B02018_014,B02018_015,B02018_016,B02018_017,B02018_018,B02018_019,B02018_020,B02018_021,B02018_022,B02018_023,B02018_024,B02019_001,B02019_002,B02019_003,B02019_004,B02019_005,B02019_006,B02019_007,B02019_008,B02019_009,B02019_010,B02019_011,C02003_001,C02003_002,C02003_003,C02003_004,C02003_005,C02003_006,C02003_007,C02003_008,C02003_009,C02003_010,C02003_011,C02003_012,C02003_013,C02003_014,C02003_015,C02003_016,C02003_017,C02003_018,C02003_019
10,US,,,01000US,United States,316515021,232943055,39908095,2569170,16235305,546255,14865258,9447883,1530765,7917118,240966668,43587193,5309095,19167716,1262434,16559996,2569170,1956914,69385,8309,28029,6811,10543,279935,12199,23956,113377,93501,7863,12162,2326,41580,11857,7466,15149,9364,42901,7891,69600,8300,104170,309584,8918,6756,10260,24982,19478,56504,14145,13256,9374,124715,24416,8495,21744,8534,8904,21923,8305,269947,68969,108204,15341,11745,29049,15161,2252,34656,10431,356712,67940,16235305,3303512,153234,21441,126590,263396,3693977,2717844,267009,71451,779637,1460214,207999,18803,15919,103526,3039,414880,46036,158122,188673,1710547,4364,131130,373962,546255,174460,109455,45453,5045,73088,23444,39936,33468,750,25674,15482,5516157,4142055,141237,12823,161892,17233,31933,1108037,23505,65276,193896,238303,11837,29695,9666,100337,18160,21153,23104,14246,103906,13184,86376,12898,181192,369018,21580,14452,16019,32463,38534,72436,21709,38397,17194,207022,65948,13761,25884,15016,12209,38978,12036,489510,169745,163971,26106,21569,41700,27910,4807,41879,17939,1022447,19814047,3590279,164821,24875,138426,316640,4416876,3707082,280410,108477,1388163,1792437,256416,28818,20546,111021,11627,455005,52267,181029,278281,1928363,6887,555301,1307448,549858,182968,62458,16986,130476,26856,51208,42110,1101,243427,316515021,307067138,232943055,39908095,2569170,16235305,546255,14865258,9447883,1530765,7917118,8632743,2407385,1846997,1871046,311538,2195777,747197,67943
10,US,,,01001US,United States -- Urban,256477713,179948357,36307956,1597859,15758077,505069,14059178,8301217,1415336,6885881,186917261,39633954,3770592,18483497,1161389,15627208,1597859,1144812,45643,3270,19833,5172,9892,168197,6636,14503,55068,50120,3094,8662,1698,25175,5233,5219,8443,7008,25971,5689,23224,3290,96731,156212,6018,4413,6082,12289,11417,35225,8642,8293,5031,61452,23171,7739,11774,3620,3851,20488,4544,156780,55929,51641,7788,5965,16563,10526,940,9859,7606,290360,47511,15758077,3219096,151428,21385,124101,254197,3610717,2627465,245789,69248,746194,1406909,196982,18299,15484,101690,2854,404279,45021,154418,177517,1670970,4213,124774,365047,505069,152906,104369,44379,4674,67842,22310,37776,32291,625,23540,14357,3927716,2835628,105339,6976,130774,13602,30709,785438,15290,44583,113651,153828,5664,21833,7568,68997,9813,16091,14920,10931,73852,9526,34928,6790,168285,205192,16131,9632,10916,18658,25340,48999,14237,28811,11325,123568,62370,12601,15310,8574,6094,35815,7302,325365,139451,95141,16114,13760,26757,20251,2788,15471,13080,844416,19105569,3490328,162915,24667,135522,305134,4298374,3547634,258130,103713,1312441,1711926,242525,27743,19766,109016,10856,442641,50949,176103,260812,1878597,6685,529092,1203051,494536,172742,60593,15660,121174,25148,48170,40487,952,223589,256477713,248176496,179948357,36307956,1597859,15758077,505069,14059178,8301217,1415336,6885881,7554399,2145579,1364831,1729591,281842,2032556,685110,61708
10,US,,,01043US,United States -- Rural,60037308,52994698,3600139,971311,477228,41186,806080,1146666,115429,1031237,54049407,3953239,1538503,684219,101045,932788,971311,812102,23742,5039,8196,1639,651,111738,5563,9453,58309,43381,4769,3500,628,16405,6624,2247,6706,2356,16930,2202,46376,5010,7439,153372,2900,2343,4178,12693,8061,21279,5503,4963,4343,63263,1245,756,9970,4914,5053,1435,3761,113167,13040,56563,7553,5780,12486,4635,1312,24797,2825,66352,20429,477228,84416,1806,56,2489,9199,83260,90379,21220,2203,33443,53305,11017,504,435,1836,185,10601,1015,3704,11156,39577,151,6356,8915,41186,21554,5086,1074,371,5246,1134,2160,1177,125,2134,1125,1588441,1306427,35898,5847,31118,3631,1224,322599,8215,20693,80245,84475,6173,7862,2098,31340,8347,5062,8184,3315,30054,3658,51448,6108,12907,163826,5449,4820,5103,13805,13194,23437,7472,9586,5869,83454,3578,1160,10574,6442,6115,3163,4734,164145,30294,68830,9992,7809,14943,7659,2019,26408,4859,178031,708478,99951,1906,208,2904,11506,118502,159448,22280,4764,75722,80511,13891,1075,780,2005,771,12364,1318,4926,17469,49766,202,26209,104397,55322,10226,1865,1326,9302,1708,3038,1623,149,19838,60037308,58890642,52994698,3600139,971311,477228,41186,806080,1146666,115429,1031237,1078344,261806,482166,141455,29696,163221,62087,6235
10,US,,,01089US,United States -- American Indian Reservation and Trust Land -- Federal,1030571,379115,15540,546603,14706,3014,27115,44478,4478,40000,416103,23856,581167,19639,4535,32059,546603,522082,27968,5097,8593,462,5,10151,4146,154,35214,7057,3695,195,345,938,5973,55,7911,2,9238,172,105,3524,345,164426,1980,264,4403,13837,2146,37079,6318,1419,3989,55628,67,50,10128,4610,6053,3268,4224,70848,2778,1777,78,82,232,257,1047,81,154,11688,8124,14706,1774,100,0,220,827,1391,3576,378,60,959,2291,434,9,2,0,0,54,29,90,361,1646,0,191,314,3014,749,755,179,14,471,342,150,169,0,83,102,589856,568110,30500,5509,9517,557,7,14231,4648,225,38955,8192,4036,354,561,1441,6197,77,8679,12,10174,286,130,3740,586,169219,2943,445,5000,14888,2567,38902,7422,1790,4505,60264,97,51,10345,5099,6674,3661,4981,80643,3593,2743,123,226,315,505,1434,140,181,15229,20255,2117,103,0,234,959,1930,5568,394,68,2047,3002,497,33,7,0,4,84,33,97,612,1852,3,611,4715,1508,961,190,41,569,352,214,184,4,692,1030571,986093,379115,15540,546603,14706,3014,27115,44478,4478,40000,42365,3807,26681,2632,2803,6442,1936,177
10,US,,,01090US,United States -- American Indian Reservation and Trust Land -- State,936,160,56,638,7,0,0,75,0,75,222,90,693,7,0,0,638,513,0,0,0,0,0,0,0,0,0,148,0,0,0,20,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,37,15,0,15,0,0,0,0,0,73,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,694,557,0,0,2,0,0,4,0,0,0,148,0,0,0,20,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,379,37,15,0,15,0,0,0,0,0,85,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,936,861,160,56,638,7,0,0,75,0,75,74,20,41,0,13,0,1,0
10,US,,,01091US,United States -- Oklahoma Tribal Statistical Area,2548286,1860993,143610,234475,32086,2608,57922,216592,10422,206170,2059731,182823,412509,44521,5044,69788,234475,214447,2289,438,169,15,8,95942,1713,11213,226,38209,7,5082,21,21001,57,1537,31,0,1704,4120,56,13,928,623,2165,495,34,25,3661,106,11,5743,53,908,97,18,117,18,26,56,145,15367,1440,248,2,26,176,33,0,11,88,10385,7867,32086,4950,69,0,1298,354,4091,3680,3505,197,1085,3028,542,22,3,191,0,689,115,213,752,5587,0,1153,562,2608,667,410,19,8,432,190,699,24,0,144,15,430010,403391,4253,740,1927,90,19,187344,2614,24743,698,70684,7,8453,102,38667,98,2434,62,21,3089,5925,98,25,1182,1234,4912,809,76,80,5883,248,31,9026,114,2380,263,27,124,32,50,88,164,24575,3301,603,93,84,307,80,0,39,144,22571,45618,5576,74,0,1465,494,5461,6699,3516,280,4148,5385,700,37,25,203,4,912,115,275,1149,6528,0,2572,5067,1847,596,19,19,633,193,734,27,0,999,2548286,2331694,1860993,143610,234475,32086,2608,57922,216592,10422,206170,207445,18605,155671,8084,11782,13303,8804,343
10,US,,,01092US,United States -- Tribal Designated Statistical Area,43078,39590,303,366,1014,56,688,1061,152,909,40583,486,878,1304,122,856,366,194,0,0,1,15,0,9,2,0,6,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,18,0,39,0,0,11,0,0,0,0,0,0,0,85,22,58,8,19,0,29,2,0,2,70,20,1014,128,0,0,1,0,160,174,248,13,135,61,0,0,0,0,0,0,0,7,12,50,2,5,18,56,14,7,0,0,24,0,5,3,0,3,0,940,598,2,0,15,15,0,98,5,2,22,9,0,0,0,18,0,0,26,0,24,0,0,0,17,8,0,0,0,3,20,0,105,1,5,23,0,0,0,0,3,0,0,177,26,140,8,32,6,61,29,4,7,169,1335,142,0,0,1,0,220,269,248,23,225,80,0,0,0,0,0,2,2,7,23,59,6,28,127,48,11,0,0,36,0,5,3,0,24,43078,42017,39590,303,366,1014,56,688,1061,152,909,980,137,455,194,1,193,72,9
10,US,,,01093US,United States -- Alaska Native Village Statistical Area,255758,158539,2472,66176,7723,1178,1951,17719,494,17225,174673,4528,80130,10700,2126,2521,66176,1601,24,0,25,32,0,275,5,0,105,132,3,14,4,13,1,2,0,7,43,2,23,1,61,66,0,4,3,4,4,32,47,34,11,199,11,0,2,3,6,28,5,370,79,60579,6845,4757,16963,4480,273,27261,2818,0,1099,7723,145,172,0,2,44,391,5293,67,8,227,531,52,17,0,3,0,0,15,0,206,423,0,4,123,1178,200,453,294,57,95,7,60,8,0,4,0,81817,4869,129,0,262,54,10,1544,7,52,330,320,3,66,16,46,6,3,0,7,149,9,52,5,71,79,16,4,12,14,11,42,90,86,17,431,16,0,2,10,9,45,6,838,162,71645,8820,6415,19630,6768,934,29078,4695,446,10980,187,172,0,7,75,642,6975,87,10,853,911,93,37,11,3,4,0,17,0,311,504,0,81,2172,646,591,313,70,165,18,62,8,0,299,255758,238039,158539,2472,66176,7723,1178,1951,17719,494,17225,16657,1059,11981,1654,475,1488,923,139
10,US,,,01094US,United States -- State Designated Tribal Statistical Area,1053200,600456,290569,82723,14254,1380,24699,39119,3409,35710,631455,310498,101186,21357,3250,28693,82723,71266,133,0,76,0,30,3986,0,130,77,559,0,39,3,419,9,301,72,4857,1169,0,51467,0,197,201,25,6,0,0,23,2,0,21,14,313,84,108,0,0,26,37,35,6847,1354,126,0,4,52,39,0,31,15,9344,618,14254,1993,16,0,57,27,1884,2013,367,172,621,2668,179,59,0,120,12,209,77,38,469,2881,8,228,156,1380,304,392,40,18,491,0,84,0,0,51,0,102646,87070,368,3,743,8,61,8903,51,205,99,1310,0,62,56,914,47,518,83,6735,1380,16,54829,0,244,326,47,14,0,0,27,2,1,82,112,522,362,108,0,0,32,41,35,8724,1955,155,0,24,56,39,0,36,17,13449,21861,2540,20,0,57,27,2481,3967,383,172,1844,4192,242,133,0,120,12,230,77,38,935,3495,16,880,3332,793,576,40,52,848,0,198,0,0,825,1053200,1014081,600456,290569,82723,14254,1380,24699,39119,3409,35710,35553,10492,10696,4088,4438,5839,3201,365
10,US,,,01095US,United States -- Hawaiian Home Land,34346,1634,106,69,1682,15867,89,14899,130,14769,11667,392,506,12245,30085,505,69,47,0,0,13,0,0,9,0,0,0,4,0,0,0,4,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,4,0,3,0,0,0,3,0,0,0,19,0,1682,5,0,0,0,0,76,832,0,0,452,33,0,0,0,0,10,0,0,0,12,17,0,0,245,15867,14535,348,50,95,18,192,112,9,0,4,504,517,352,24,16,20,2,0,173,0,0,3,12,0,3,0,4,0,0,0,0,9,0,0,0,11,30,0,0,0,0,0,1,0,0,0,7,0,0,7,0,0,0,0,30,9,14,0,0,11,3,0,0,0,142,16197,38,0,0,0,0,6242,5646,0,0,3458,646,3,9,0,0,43,0,0,0,27,46,0,39,31447,29000,1303,221,249,121,194,179,20,0,160,34346,19447,1634,106,69,1682,15867,89,14899,130,14769,9105,39,88,477,0,8501,5443,351
10,US,,,010A0US,United States -- In metropolitan or micropolitan statistical area,297523860,216855784,38225409,2099863,16139514,533967,14587471,9081852,1494762,7587090,224540912,41790767,4632154,19030884,1239024,16242757,2099863,1592014,65261,7607,17498,6053,10476,233629,7031,19971,76288,66814,3764,10758,1788,33158,4585,6464,14891,9111,40795,5140,67920,7833,101969,246914,8463,5144,8082,24709,17156,55972,13973,9423,8338,63851,24114,8301,21578,6473,8420,21640,7925,212734,63063,47089,8287,6184,12177,11277,1017,8147,8000,330994,58703,16139514,3291191,152980,21384,125329,261778,3678585,2693309,263542,70906,773958,1450659,204343,18693,15792,103042,3024,413514,45885,157555,185898,1702288,4282,129287,372290,533967,170644,107263,44782,4873,70904,22587,39045,32817,684,25000,15368,4819460,3595352,133083,11737,143760,15700,31779,988122,16785,56005,145311,194077,6840,27119,8522,85852,10162,19332,22505,13893,98702,9821,83964,12095,177336,303206,20349,11505,13489,32045,34761,71278,21251,32471,15661,135042,65127,13479,25644,12354,11448,38399,11486,413855,158299,93321,17656,14317,22586,21758,3042,13962,14205,958283,19673819,3574723,164540,24760,136957,314517,4396774,3668954,276563,107600,1375603,1777947,251613,28631,20299,110425,11515,453301,52075,180299,273914,1917675,6774,548360,1283673,542100,179862,61490,16706,127580,25974,50020,41378,1020,237543,297523860,288442008,216855784,38225409,2099863,16139514,533967,14587471,9081852,1494762,7587090,8284719,2323504,1667868,1843094,301376,2148877,730444,66689
10,US,,,010C0US,United States -- In metropolitan statistical area,270299505,193851328,36085822,1607690,15818123,485142,14042851,8408549,1422459,6986090,200932949,39430791,3855858,18563032,1116893,15616151,1607690,1166365,34330,2295,15017,5388,10051,178365,5793,13642,49034,49376,3210,9723,1577,27441,3798,5672,8559,8757,29638,4605,18779,2409,96306,166329,7115,3986,5846,24033,13125,32703,12304,6586,4171,52200,23243,7927,20741,2891,7933,21110,7727,162630,55355,39834,7927,5655,11262,6691,719,7580,7065,291733,47338,15818123,3251530,151299,21264,119500,257631,3625490,2619665,253545,68779,733882,1422518,196168,18270,15582,99239,2833,409442,44920,155676,179740,1679328,4015,124319,363488,485142,139573,103680,44089,4710,67656,18728,35423,32491,655,23758,14379,4016661,2920852,93847,5732,129826,14458,31123,834613,14028,41834,105917,156664,6065,24660,7420,73869,8833,17465,15207,13021,80590,8823,31508,6166,168229,213663,17570,9013,10580,30850,28296,46048,18712,27223,10119,115653,63027,12816,24618,8101,10387,37286,11034,335958,141696,80164,16577,13105,20968,14690,1853,12971,12818,861131,19170991,3527021,162755,24563,130820,309513,4308874,3534677,266355,104324,1293088,1733300,241603,27964,19788,106310,10736,448250,51033,177840,264455,1889650,6484,531588,1157962,454841,171646,60170,15806,121700,21202,45262,40872,960,225503,270299505,261890956,193851328,36085822,1607690,15818123,485142,14042851,8408549,1422459,6986090,7669671,2158369,1436917,1763289,282605,2028491,676670,62208
10,US,,,010C1US,United States -- In metropolitan statistical area -- in principal city,102806329,63655210,19599839,671687,7760511,217382,7264854,3636846,654771,2982075,66644898,21147543,1617461,8933622,462664,7988797,671687,455990,17455,1161,8036,2516,4862,61578,3488,5026,20586,16321,1491,4470,657,7375,2293,1525,3813,2714,10804,2619,4904,1375,51351,68204,1924,1538,2083,5265,4532,10020,3208,2579,1763,26276,11006,3524,5641,1366,981,8767,2282,58611,26045,23920,4481,3203,7424,3204,269,5339,4576,140519,20637,7760511,1389634,100898,15004,81238,128970,2010099,1218754,154169,33207,371971,652499,100749,11267,9353,55345,890,174713,23142,79573,88580,818490,2287,61392,178287,217382,50224,49205,16686,1318,30458,13271,19851,17764,479,12248,5878,1686910,1176901,44319,3280,58386,6235,10988,314993,7550,17641,44253,60298,2837,10862,2946,26264,4504,5168,6769,3857,30066,4681,9267,3028,85840,91067,5997,3233,4252,8055,10513,16523,5162,12307,3699,54412,30736,5616,7158,3394,1936,16541,3924,128344,62729,47323,9936,7076,13202,7482,738,8889,7752,392205,9205115,1515701,108396,17132,87264,155178,2303467,1590332,160531,50118,612129,778768,125224,16433,11823,59396,3805,190928,25847,90171,125501,916803,3608,256560,478025,158338,75176,22441,5587,53078,14741,24144,21856,655,102009,102806329,99169483,63655210,19599839,671687,7760511,217382,7264854,3636846,654771,2982075,3313616,954326,540757,753748,151880,912905,297319,25911
10,US,,,010C2US,United States -- In metropolitan statistical area -- not in principal city,167493176,130196118,16485983,936003,8057612,267760,6777997,4771703,767688,4004015,134288051,18283248,2238397,9629410,654229,7627354,936003,710375,16875,1134,6981,2872,5189,116787,2305,8616,28448,33055,1719,5253,920,20066,1505,4147,4746,6043,18834,1986,13875,1034,44955,98125,5191,2448,3763,18768,8593,22683,9096,4007,2408,25924,12237,4403,15100,1525,6952,12343,5445,104019,29310,15914,3446,2452,3838,3487,450,2241,2489,151214,26701,8057612,1861896,50401,6260,38262,128661,1615391,1400911,99376,35572,361911,770019,95419,7003,6229,43894,1943,234729,21778,76103,91160,860838,1728,62927,185201,267760,89349,54475,27403,3392,37198,5457,15572,14727,176,11510,8501,2329751,1743951,49528,2452,71440,8223,20135,519620,6478,24193,61664,96366,3228,13798,4474,47605,4329,12297,8438,9164,50524,4142,22241,3138,82389,122596,11573,5780,6328,22795,17783,29525,13550,14916,6420,61241,32291,7200,17460,4707,8451,20745,7110,207614,78967,32841,6641,6029,7766,7208,1115,4082,5066,468926,9965876,2011320,54359,7431,43556,154335,2005407,1944345,105824,54206,680959,954532,116379,11531,7965,46914,6931,257322,25186,87669,138954,972847,2876,275028,679937,296503,96470,37729,10219,68622,6461,21118,19016,305,123494,167493176,162721473,130196118,16485983,936003,8057612,267760,6777997,4771703,767688,4004015,4356055,1204043,896160,1009541,130725,1115586,379351,36297
10,US,,,010E0US,United States -- In micropolitan statistical area,27224355,23004456,2139587,492173,321391,48825,544620,673303,72303,601000,23607963,2359976,776296,467852,122131,626606,492173,425649,30931,5312,2481,665,425,55264,1238,6329,27254,17438,554,1035,211,5717,787,792,6332,354,11157,535,49141,5424,5663,80585,1348,1158,2236,676,4031,23269,1669,2837,4167,11651,871,374,837,3582,487,530,198,50104,7708,7255,360,529,915,4586,298,567,935,39261,11365,321391,39661,1681,120,5829,4147,53095,73644,9997,2127,40076,28141,8175,423,210,3803,191,4072,965,1879,6158,22960,267,4968,8802,48825,31071,3583,693,163,3248,3859,3622,326,29,1242,989,802799,674500,39236,6005,13934,1242,656,153509,2757,14171,39394,37413,775,2459,1102,11983,1329,1867,7298,872,18112,998,52456,5929,9107,89543,2779,2492,2909,1195,6465,25230,2539,5248,5542,19389,2100,663,1026,4253,1061,1113,452,77897,16603,13157,1079,1212,1618,7068,1189,991,1387,97152,502828,47702,1785,197,6137,5004,87900,134277,10208,3276,82515,44647,10010,667,511,4115,779,5051,1042,2459,9459,28025,290,16772,125711,87259,8216,1320,900,5880,4772,4758,506,60,12040,27224355,26551052,23004456,2139587,492173,321391,48825,544620,673303,72303,601000,615048,165135,230951,79805,18771,120386,53774,4481
10,US,,,010E1US,United States -- In micropolitan statistical area -- in principal city,9207680,7303410,1079190,117797,158113,14893,254580,279697,33372,246325,7553280,1185445,225070,215763,41057,292740,117797,91894,1794,723,1153,167,244,17588,440,2118,7326,7575,46,324,125,2278,382,418,106,162,1465,358,3584,1094,2707,12114,723,334,708,166,1172,1672,318,1153,455,6788,241,166,177,208,104,330,6,12882,2773,5131,231,246,464,3632,199,359,700,14113,3186,158113,23040,966,62,4454,1852,30577,24005,5607,1357,18099,13673,4553,349,83,2839,109,2030,829,1156,3135,12965,180,2413,3780,14893,6341,1947,398,65,1442,1656,2001,101,13,660,269,234157,181695,4095,1031,5581,336,424,52837,1097,6101,11243,15735,69,784,585,4966,577,879,335,263,3429,551,4171,1259,4417,15236,1431,635,1010,392,2158,2159,497,2278,959,9956,549,310,224,375,125,510,19,22107,6190,8403,431,472,775,5487,676,562,1063,36806,229158,26440,984,139,4742,2306,44019,45030,5665,1637,34406,20528,5417,465,218,3101,435,2464,858,1388,4473,15390,199,8854,42191,25107,3550,646,422,2563,1777,2669,184,37,5236,9207680,8927983,7303410,1079190,117797,158113,14893,254580,279697,33372,246325,255357,80062,83235,32461,8551,51048,22804,1536
10,US,,,010E2US,United States -- In micropolitan statistical area -- not in principal city,18016675,15701046,1060397,374376,163278,33932,290040,393606,38931,354675,16054683,1174531,551226,252089,81074,333866,374376,333755,29137,4589,1328,498,181,37676,798,4211,19928,9863,508,711,86,3439,405,374,6226,192,9692,177,45557,4330,2956,68471,625,824,1528,510,2859,21597,1351,1684,3712,4863,630,208,660,3374,383,200,192,37222,4935,2124,129,283,451,954,99,208,235,25148,8179,163278,16621,715,58,1375,2295,22518,49639,4390,770,21977,14468,3622,74,127,964,82,2042,136,723,3023,9995,87,2555,5022,33932,24730,1636,295,98,1806,2203,1621,225,16,582,720,568642,492805,35141,4974,8353,906,232,100672,1660,8070,28151,21678,706,1675,517,7017,752,988,6963,609,14683,447,48285,4670,4690,74307,1348,1857,1899,803,4307,23071,2042,2970,4583,9433,1551,353,802,3878,936,603,433,55790,10413,4754,648,740,843,1581,513,429,324,60346,273670,21262,801,58,1395,2698,43881,89247,4543,1639,48109,24119,4593,202,293,1014,344,2587,184,1071,4986,12635,91,7918,83520,62152,4666,674,478,3317,2995,2089,322,23,6804,18016675,17623069,15701046,1060397,374376,163278,33932,290040,393606,38931,354675,359691,85073,147716,47344,10220,69338,30970,2945
10,US,,,010G0US,United States -- Not in metropolitan or micropolitan statistical area,18991161,16087271,1682686,469307,95791,12288,277787,366031,36003,330028,16425756,1796426,676941,136832,23410,317239,469307,364900,4124,702,10531,758,67,46306,5168,3985,37089,26687,4099,1404,538,8422,7272,1002,258,253,2106,2751,1680,467,2201,62670,455,1612,2178,273,2322,532,172,3833,1036,60864,302,194,166,2061,484,283,380,57213,5906,61115,7054,5561,16872,3884,1235,26509,2431,25718,9237,95791,12321,254,57,1261,1618,15392,24535,3467,545,5679,9555,3656,110,127,484,15,1366,151,567,2775,8259,82,1843,1672,12288,3816,2192,671,172,2184,857,891,651,66,674,114,696697,546703,8154,1086,18132,1533,154,119915,6720,9271,48585,44226,4997,2576,1144,14485,7998,1821,599,353,5204,3363,2412,803,3856,65812,1231,2947,2530,418,3773,1158,458,5926,1533,71980,821,282,240,2662,761,579,550,75655,11446,70650,8450,7252,19114,6152,1765,27917,3734,64164,140228,15556,281,115,1469,2123,20102,38128,3847,877,12560,14490,4803,187,247,596,112,1704,192,730,4367,10688,113,6941,23775,7758,3106,968,280,2896,882,1188,732,81,5884,18991161,18625130,16087271,1682686,469307,95791,12288,277787,366031,36003,330028,348024,83881,179129,27952,10162,46900,16753,1254
10,US,,,010H0US,United States -- Not in metropolitan statistical area,46215516,39091727,3822273,961480,417182,61113,822407,1039334,108306,931028,40033719,4156402,1453237,604684,145541,943845,961480,790549,35055,6014,13012,1423,492,101570,6406,10314,64343,44125,4653,2439,749,14139,8059,1794,6590,607,13263,3286,50821,5891,7864,143255,1803,2770,4414,949,6353,23801,1841,6670,5203,72515,1173,568,1003,5643,971,813,578,107317,13614,68370,7414,6090,17787,8470,1533,27076,3366,64979,20602,417182,51982,1935,177,7090,5765,68487,98179,13464,2672,45755,37696,11831,533,337,4287,206,5438,1116,2446,8933,31219,349,6811,10474,61113,34887,5775,1364,335,5432,4716,4513,977,95,1916,1103,1499496,1221203,47390,7091,32066,2775,810,273424,9477,23442,87979,81639,5772,5035,2246,26468,9327,3688,7897,1225,23316,4361,54868,6732,12963,155355,4010,5439,5439,1613,10238,26388,2997,11174,7075,91369,2921,945,1266,6915,1822,1692,1002,153552,28049,83807,9529,8464,20732,13220,2954,28908,5121,161316,643056,63258,2066,312,7606,7127,108002,172405,14055,4153,95075,59137,14813,854,758,4711,891,6755,1234,3189,13826,38713,403,23713,149486,95017,11322,2288,1180,8776,5654,5946,1238,141,17924,46215516,45176182,39091727,3822273,961480,417182,61113,822407,1039334,108306,931028,963072,249016,410080,107757,28933,167286,70527,5735
20,US,1,,02000US1,Northeast Region,55989520,41284581,6632951,156039,3408093,17234,3044037,1446585,309153,1137432,42456220,7366655,476428,3802219,71390,3384557,156039,95252,1265,12,2481,1257,4769,11062,172,393,1457,531,65,162,219,452,100,1506,109,59,20649,131,491,19,8979,969,107,179,0,61,318,236,24,486,58,1595,12212,2116,47,37,34,102,19,20312,10320,1156,137,190,487,300,0,42,248,45659,3404,3408093,964371,87623,6408,19731,62139,1086486,290988,3196,11425,74409,313003,17704,5103,1543,25821,33,131017,11584,30366,23714,159987,1075,28391,51976,17234,5742,1672,186,126,2843,75,741,666,33,4846,304,492653,321964,4571,347,23862,2758,17913,75418,1069,1050,4708,4030,100,921,897,2107,894,6835,573,91,44015,257,1174,374,16121,2976,383,369,75,140,1094,1013,118,4047,423,7309,32853,3106,132,325,116,431,88,56881,25402,2527,563,343,910,542,39,130,370,142390,3871110,1041389,93656,7368,21884,70573,1183605,369203,3736,15861,120104,355119,21630,7351,2184,27341,277,140573,13370,34273,32381,186347,1537,121348,72864,16354,3923,408,797,5784,101,1491,1162,82,42762,55989520,54542935,41284581,6632951,156039,3408093,17234,3044037,1446585,309153,1137432,1335013,468172,171547,260617,55357,379320,102599,8973
