Areaname,STCOU,SEX100200F,SEX100200D,SEX100200N1,SEX100200N2,SEX100210F,SEX100210D,SEX100210N1,SEX100210N2,SEX120200F,SEX120200D,SEX120200N1,SEX120200N2,SEX150200F,SEX150200D,SEX150200N1,SEX150200N2,SEX150201F,SEX150201D,SEX150201N1,SEX150201N2,SEX150202F,SEX150202D,SEX150202N1,SEX150202N2,SEX150203F,SEX150203D,SEX150203N1,SEX150203N2,SEX150204F,SEX150204D,SEX150204N1,SEX150204N2,SEX150205F,SEX150205D,SEX150205N1,SEX150205N2,SEX150206F,SEX150206D,SEX150206N1,SEX150206N2
"Barber, KS",20007,0,2548,0000,0000,0,2451,0000,0000,0,2548,0000,0000,0,2538,0000,0000,0,2460,0000,0000,0,2414,0000,0000,0,2380,0000,0000,0,2353,0000,0000,0,2336,0000,0000,0,2351,0000,0000
"Barton, KS",20009,0,13651,0000,0000,0,13589,0000,0000,0,13651,0000,0000,0,13616,0000,0000,0,13497,0000,0000,0,13506,0000,0000,0,13483,0000,0000,0,13500,0000,0000,0,13578,0000,0000,0,13528,0000,0000
"Bourbon, KS",20011,0,7412,0000,0000,0,7430,0000,0000,0,7412,0000,0000,0,7414,0000,0000,0,7410,0000,0000,0,7330,0000,0000,0,7312,0000,0000,0,7255,0000,0000,0,7188,0000,0000,0,7190,0000,0000
"Brown, KS",20013,0,5181,0000,0000,0,4867,0000,0000,0,5181,0000,0000,0,5174,0000,0000,0,5111,0000,0000,0,5043,0000,0000,0,4989,0000,0000,0,4967,0000,0000,0,4871,0000,0000,0,4893,0000,0000
"Butler, KS",20015,0,29876,0000,0000,0,33178,0000,0000,0,29879,0000,0000,0,29975,0000,0000,0,30042,0000,0000,0,30264,0000,0000,0,30454,0000,0000,0,30807,0000,0000,0,31062,0000,0000,0,31544,0000,0000
"Chase, KS",20017,0,1544,0000,0000,0,1422,0000,0000,0,1544,0000,0000,0,1543,0000,0000,0,1507,0000,0000,0,1531,0000,0000,0,1497,0000,0000,0,1520,0000,0000,0,1500,0000,0000,0,1491,0000,0000
"Chautauqua, KS",20019,0,2107,0000,0000,0,1861,0000,0000,0,2107,0000,0000,0,2100,0000,0000,0,2056,0000,0000,0,2035,0000,0000,0,2012,0000,0000,0,2009,0000,0000,0,1934,0000,0000,0,1857,0000,0000
"Cherokee, KS",20021,0,10963,0000,0000,0,10740,0000,0000,0,10962,0000,0000,0,10938,0000,0000,0,10797,0000,0000,0,10706,0000,0000,0,10650,0000,0000,0,10624,0000,0000,0,10424,0000,0000,0,10483,0000,0000
"Cheyenne, KS",20023,0,1561,0000,0000,0,1375,0000,0000,0,1561,0000,0000,0,1556,0000,0000,0,1521,0000,0000,0,1495,0000,0000,0,1452,0000,0000,0,1436,0000,0000,0,1416,0000,0000,0,1415,0000,0000
"Clark, KS",20025,0,1168,0000,0000,0,1074,0000,0000,0,1168,0000,0000,0,1167,0000,0000,0,1154,0000,0000,0,1132,0000,0000,0,1119,0000,0000,0,1110,0000,0000,0,1076,0000,0000,0,1048,0000,0000
"Clay, KS",20027,0,4392,0000,0000,0,4225,0000,0000,0,4392,0000,0000,0,4389,0000,0000,0,4365,0000,0000,0,4320,0000,0000,0,4264,0000,0000,0,4256,0000,0000,0,4264,0000,0000,0,4293,0000,0000
"Cloud, KS",20029,0,4880,0000,0000,0,4657,0000,0000,0,4880,0000,0000,0,4858,0000,0000,0,4776,0000,0000,0,4687,0000,0000,0,4650,0000,0000,0,4582,0000,0000,0,4580,0000,0000,0,4509,0000,0000
"Coffey, KS",20031,0,4347,0000,0000,0,4252,0000,0000,0,4349,0000,0000,0,4360,0000,0000,0,4321,0000,0000,0,4290,0000,0000,0,4290,0000,0000,0,4241,0000,0000,0,4214,0000,0000,0,4235,0000,0000
"Comanche, KS",20033,0,951,0000,0000,0,911,0000,0000,0,951,0000,0000,0,948,0000,0000,0,961,0000,0000,0,941,0000,0000,0,916,0000,0000,0,912,0000,0000,0,926,0000,0000,0,883,0000,0000
"Cowley, KS",20035,0,17747,0000,0000,0,18111,0000,0000,0,17746,0000,0000,0,17730,0000,0000,0,17529,0000,0000,0,17710,0000,0000,0,17377,0000,0000,0,17244,0000,0000,0,16930,0000,0000,0,16772,0000,0000
"Crawford, KS",20037,0,18634,0000,0000,0,19421,0000,0000,0,18635,0000,0000,0,18614,0000,0000,0,18738,0000,0000,0,18675,0000,0000,0,18834,0000,0000,0,18830,0000,0000,0,18801,0000,0000,0,18952,0000,0000
"Decatur, KS",20039,0,1714,0000,0000,0,1483,0000,0000,0,1714,0000,0000,0,1705,0000,0000,0,1692,0000,0000,0,1654,0000,0000,0,1607,0000,0000,0,1565,0000,0000,0,1510,0000,0000,0,1493,0000,0000
"Dickinson, KS",20041,0,9430,0000,0000,0,9732,0000,0000,0,9429,0000,0000,0,9432,0000,0000,0,9306,0000,0000,0,9279,0000,0000,0,9297,0000,0000,0,9239,0000,0000,0,9243,0000,0000,0,9303,0000,0000
"Doniphan, KS",20043,0,4096,0000,0000,0,4006,0000,0000,0,4096,0000,0000,0,4090,0000,0000,0,4067,0000,0000,0,4022,0000,0000,0,3984,0000,0000,0,3903,0000,0000,0,3803,0000,0000,0,3836,0000,0000
"Douglas, KS",20045,0,49651,0000,0000,0,55573,0000,0000,0,49651,0000,0000,0,49807,0000,0000,0,50803,0000,0000,0,51831,0000,0000,0,52695,0000,0000,0,53811,0000,0000,0,55315,0000,0000,0,55958,0000,0000
"Edwards, KS",20047,0,1703,0000,0000,0,1511,0000,0000,0,1703,0000,0000,0,1692,0000,0000,0,1672,0000,0000,0,1644,0000,0000,0,1600,0000,0000,0,1616,0000,0000,0,1608,0000,0000,0,1558,0000,0000
"Elk, KS",20049,0,1558,0000,0000,0,1428,0000,0000,0,1557,0000,0000,0,1538,0000,0000,0,1515,0000,0000,0,1521,0000,0000,0,1499,0000,0000,0,1498,0000,0000,0,1483,0000,0000,0,1452,0000,0000
"Ellis, KS",20051,0,13461,0000,0000,0,14151,0000,0000,0,13461,0000,0000,0,13437,0000,0000,0,13474,0000,0000,0,13425,0000,0000,0,13350,0000,0000,0,13301,0000,0000,0,13235,0000,0000,0,13315,0000,0000
"Ellsworth, KS",20053,0,3446,0000,0000,0,3649,0000,0000,0,3446,0000,0000,0,3453,0000,0000,0,3419,0000,0000,0,3386,0000,0000,0,3384,0000,0000,0,3374,0000,0000,0,3343,0000,0000,0,3375,0000,0000
"Finney, KS",20055,0,20681,0000,0000,0,18452,0000,0000,0,20681,0000,0000,0,20727,0000,0000,0,20770,0000,0000,0,20489,0000,0000,0,20369,0000,0000,0,20575,0000,0000,0,20572,0000,0000,0,20700,0000,0000
"Ford, KS",20057,0,16791,0000,0000,0,17470,0000,0000,0,16791,0000,0000,0,16858,0000,0000,0,16744,0000,0000,0,16675,0000,0000,0,16852,0000,0000,0,16871,0000,0000,0,16956,0000,0000,0,16862,0000,0000
"Franklin, KS",20059,0,12284,0000,0000,0,12873,0000,0000,0,12284,0000,0000,0,12322,0000,0000,0,12495,0000,0000,0,12654,0000,0000,0,12773,0000,0000,0,12923,0000,0000,0,12950,0000,0000,0,13084,0000,0000
"Geary, KS",20061,0,13784,0000,0000,0,16994,0000,0000,0,13734,0000,0000,0,13654,0000,0000,0,13807,0000,0000,0,13777,0000,0000,0,13879,0000,0000,0,13638,0000,0000,0,13688,0000,0000,0,14128,0000,0000
"Gove, KS",20063,0,1496,0000,0000,0,1348,0000,0000,0,1496,0000,0000,0,1495,0000,0000,0,1461,0000,0000,0,1432,0000,0000,0,1382,0000,0000,0,1343,0000,0000,0,1308,0000,0000,0,1293,0000,0000
"Graham, KS",20065,0,1436,0000,0000,0,1270,0000,0000,0,1436,0000,0000,0,1426,0000,0000,0,1404,0000,0000,0,1390,0000,0000,0,1362,0000,0000,0,1323,0000,0000,0,1296,0000,0000,0,1285,0000,0000
"Grant, KS",20067,0,3969,0000,0000,0,4000,0000,0000,0,3969,0000,0000,0,3951,0000,0000,0,3895,0000,0000,0,3923,0000,0000,0,3837,0000,0000,0,3779,0000,0000,0,3739,0000,0000,0,3744,0000,0000
"Gray, KS",20069,0,2953,0000,0000,0,2950,0000,0000,0,2953,0000,0000,0,2952,0000,0000,0,2974,0000,0000,0,3004,0000,0000,0,3022,0000,0000,0,3011,0000,0000,0,2977,0000,0000,0,2954,0000,0000
"Greeley, KS",20071,0,761,0000,0000,0,595,0000,0000,0,761,0000,0000,0,764,0000,0000,0,763,0000,0000,0,709,0000,0000,0,688,0000,0000,0,683,0000,0000,0,641,0000,0000,0,621,0000,0000
"Greenwood, KS",20073,0,3748,0000,0000,0,3301,0000,0000,0,3747,0000,0000,0,3743,0000,0000,0,3753,0000,0000,0,3715,0000,0000,0,3673,0000,0000,0,3648,0000,0000,0,3553,0000,0000,0,3417,0000,0000
"Hamilton, KS",20075,0,1319,0000,0000,0,1364,0000,0000,0,1319,0000,0000,0,1313,0000,0000,0,1322,0000,0000,0,1322,0000,0000,0,1329,0000,0000,0,1309,0000,0000,0,1283,0000,0000,0,1283,0000,0000
"Harper, KS",20077,0,3161,0000,0000,0,2985,0000,0000,0,3161,0000,0000,0,3148,0000,0000,0,3096,0000,0000,0,3021,0000,0000,0,2999,0000,0000,0,2971,0000,0000,0,2911,0000,0000,0,2851,0000,0000
"Harvey, KS",20079,0,15968,0000,0000,0,16937,0000,0000,0,15968,0000,0000,0,15976,0000,0000,0,16017,0000,0000,0,16137,0000,0000,0,16198,0000,0000,0,16283,0000,0000,0,16307,0000,0000,0,16392,0000,0000
"Haskell, KS",20081,0,2188,0000,0000,0,2130,0000,0000,0,2188,0000,0000,0,2188,0000,0000,0,2158,0000,0000,0,2115,0000,0000,0,2110,0000,0000,0,2109,0000,0000,0,2109,0000,0000,0,2063,0000,0000
"Hodgeman, KS",20083,0,1028,0000,0000,0,958,0000,0000,0,1028,0000,0000,0,1027,0000,0000,0,1047,0000,0000,0,1057,0000,0000,0,1046,0000,0000,0,1027,0000,0000,0,988,0000,0000,0,981,0000,0000
"Jackson, KS",20085,0,6227,0000,0000,0,6744,0000,0000,0,6226,0000,0000,0,6230,0000,0000,0,6229,0000,0000,0,6324,0000,0000,0,6403,0000,0000,0,6473,0000,0000,0,6642,0000,0000,0,6643,0000,0000
"Jefferson, KS",20087,0,9333,0000,0000,0,9698,0000,0000,0,9333,0000,0000,0,9348,0000,0000,0,9348,0000,0000,0,9358,0000,0000,0,9367,0000,0000,0,9422,0000,0000,0,9443,0000,0000,0,9336,0000,0000
"Jewell, KS",20089,0,1875,0000,0000,0,1574,0000,0000,0,1875,0000,0000,0,1861,0000,0000,0,1794,0000,0000,0,1739,0000,0000,0,1703,0000,0000,0,1670,0000,0000,0,1627,0000,0000,0,1626,0000,0000
"Johnson, KS",20091,0,220329,0000,0000,0,265733,0000,0000,0,220522,0000,0000,0,222105,0000,0000,0,226904,0000,0000,0,233085,0000,0000,0,238424,0000,0000,0,243531,0000,0000,0,248207,0000,0000,0,254116,0000,0000
"Kearny, KS",20093,0,2317,0000,0000,0,2021,0000,0000,0,2317,0000,0000,0,2307,0000,0000,0,2319,0000,0000,0,2282,0000,0000,0,2229,0000,0000,0,2238,0000,0000,0,2211,0000,0000,0,2179,0000,0000
"Kingman, KS",20095,0,4254,0000,0000,0,3898,0000,0000,0,4254,0000,0000,0,4258,0000,0000,0,4209,0000,0000,0,4131,0000,0000,0,4150,0000,0000,0,4091,0000,0000,0,3988,0000,0000,0,3906,0000,0000
"Kiowa, KS",20097,0,1608,0000,0000,0,1257,0000,0000,0,1608,0000,0000,0,1594,0000,0000,0,1520,0000,0000,0,1504,0000,0000,0,1514,0000,0000,0,1485,0000,0000,0,1452,0000,0000,0,1428,0000,0000
"Labette, KS",20099,0,11164,0000,0000,0,10697,0000,0000,0,11160,0000,0000,0,11117,0000,0000,0,10997,0000,0000,0,10903,0000,0000,0,10859,0000,0000,0,10778,0000,0000,0,10776,0000,0000,0,10814,0000,0000
"Lane, KS",20101,0,1079,0000,0000,0,856,0000,0000,0,1079,0000,0000,0,1073,0000,0000,0,1049,0000,0000,0,983,0000,0000,0,965,0000,0000,0,944,0000,0000,0,909,0000,0000,0,869,0000,0000
"Leavenworth, KS",20103,0,36521,0000,0000,0,40466,0000,0000,0,36521,0000,0000,0,36636,0000,0000,0,37087,0000,0000,0,37494,0000,0000,0,37541,0000,0000,0,37674,0000,0000,0,37835,0000,0000,0,38307,0000,0000
"Lincoln, KS",20105,0,1754,0000,0000,0,1618,0000,0000,0,1754,0000,0000,0,1753,0000,0000,0,1746,0000,0000,0,1714,0000,0000,0,1721,0000,0000,0,1651,0000,0000,0,1664,0000,0000,0,1619,0000,0000
"Linn, KS",20107,0,4785,0000,0000,0,4842,0000,0000,0,4782,0000,0000,0,4802,0000,0000,0,4856,0000,0000,0,4833,0000,0000,0,4840,0000,0000,0,4848,0000,0000,0,4928,0000,0000,0,4901,0000,0000
"Logan, KS",20109,0,1473,0000,0000,0,1363,0000,0000,0,1473,0000,0000,0,1474,0000,0000,0,1443,0000,0000,0,1428,0000,0000,0,1387,0000,0000,0,1368,0000,0000,0,1349,0000,0000,0,1307,0000,0000
"Lyon, KS",20111,0,17732,0000,0000,0,16489,0000,0000,0,17732,0000,0000,0,17743,0000,0000,0,17742,0000,0000,0,17610,0000,0000,0,17637,0000,0000,0,17693,0000,0000,0,17611,0000,0000,0,17560,0000,0000
"McPherson, KS",20113,0,14471,0000,0000,0,14334,0000,0000,0,14471,0000,0000,0,14485,0000,0000,0,14458,0000,0000,0,14321,0000,0000,0,14310,0000,0000,0,14308,0000,0000,0,14360,0000,0000,0,14272,0000,0000
"Marion, KS",20115,0,6512,0000,0000,0,6372,0000,0000,0,6512,0000,0000,0,6520,0000,0000,0,6490,0000,0000,0,6418,0000,0000,0,6362,0000,0000,0,6253,0000,0000,0,6177,0000,0000,0,6043,0000,0000
"Marshall, KS",20117,0,5393,0000,0000,0,5003,0000,0000,0,5393,0000,0000,0,5379,0000,0000,0,5325,0000,0000,0,5226,0000,0000,0,5172,0000,0000,0,5106,0000,0000,0,5081,0000,0000,0,5042,0000,0000
"Meade, KS",20119,0,2294,0000,0000,0,2324,0000,0000,0,2294,0000,0000,0,2291,0000,0000,0,2312,0000,0000,0,2308,0000,0000,0,2273,0000,0000,0,2259,0000,0000,0,2265,0000,0000,0,2245,0000,0000
"Miami, KS",20121,0,14021,0000,0000,0,16201,0000,0000,0,14021,0000,0000,0,14101,0000,0000,0,14168,0000,0000,0,14256,0000,0000,0,14369,0000,0000,0,14658,0000,0000,0,14883,0000,0000,0,15041,0000,0000
"Mitchell, KS",20123,0,3420,0000,0000,0,3218,0000,0000,0,3419,0000,0000,0,3410,0000,0000,0,3343,0000,0000,0,3301,0000,0000,0,3289,0000,0000,0,3211,0000,0000,0,3162,0000,0000,0,3128,0000,0000
"Montgomery, KS",20125,0,17484,0000,0000,0,17404,0000,0000,0,17488,0000,0000,0,17462,0000,0000,0,17228,0000,0000,0,16932,0000,0000,0,16683,0000,0000,0,16620,0000,0000,0,16474,0000,0000,0,16537,0000,0000
"Morris, KS",20127,0,3005,0000,0000,0,2955,0000,0000,0,3005,0000,0000,0,3010,0000,0000,0,2986,0000,0000,0,2960,0000,0000,0,2923,0000,0000,0,2920,0000,0000,0,2939,0000,0000,0,2918,0000,0000
"Morton, KS",20129,0,1698,0000,0000,0,1572,0000,0000,0,1698,0000,0000,0,1688,0000,0000,0,1631,0000,0000,0,1604,0000,0000,0,1589,0000,0000,0,1536,0000,0000,0,1510,0000,0000,0,1496,0000,0000
"Nemaha, KS",20131,0,5276,0000,0000,0,5145,0000,0000,0,5276,0000,0000,0,5262,0000,0000,0,5161,0000,0000,0,5154,0000,0000,0,5145,0000,0000,0,5087,0000,0000,0,5070,0000,0000,0,5062,0000,0000
"Neosho, KS",20133,0,8210,0000,0000,0,8151,0000,0000,0,8209,0000,0000,0,8187,0000,0000,0,8140,0000,0000,0,8031,0000,0000,0,7948,0000,0000,0,7960,0000,0000,0,7919,0000,0000,0,7858,0000,0000
"Ness, KS",20135,0,1714,0000,0000,0,1559,0000,0000,0,1714,0000,0000,0,1705,0000,0000,0,1664,0000,0000,0,1635,0000,0000,0,1579,0000,0000,0,1542,0000,0000,0,1509,0000,0000,0,1484,0000,0000
"Norton, KS",20137,0,3273,0000,0000,0,3170,0000,0000,0,3273,0000,0000,0,3275,0000,0000,0,3214,0000,0000,0,3192,0000,0000,0,3172,0000,0000,0,3132,0000,0000,0,3101,0000,0000,0,3080,0000,0000
"Osage, KS",20139,0,8184,0000,0000,0,8098,0000,0000,0,8185,0000,0000,0,8210,0000,0000,0,8169,0000,0000,0,8187,0000,0000,0,8206,0000,0000,0,8253,0000,0000,0,8257,0000,0000,0,8152,0000,0000
"Osborne, KS",20141,0,2190,0000,0000,0,1918,0000,0000,0,2190,0000,0000,0,2183,0000,0000,0,2143,0000,0000,0,2112,0000,0000,0,2042,0000,0000,0,2020,0000,0000,0,1986,0000,0000,0,1967,0000,0000
"Ottawa, KS",20143,0,3080,0000,0000,0,3144,0000,0000,0,3079,0000,0000,0,3093,0000,0000,0,3076,0000,0000,0,3092,0000,0000,0,3061,0000,0000,0,3038,0000,0000,0,3027,0000,0000,0,3028,0000,0000
"Pawnee, KS",20145,0,3822,0000,0000,0,3870,0000,0000,0,3822,0000,0000,0,3814,0000,0000,0,3723,0000,0000,0,3668,0000,0000,0,3614,0000,0000,0,3584,0000,0000,0,3568,0000,0000,0,3478,0000,0000
"Phillips, KS",20147,0,2921,0000,0000,0,2794,0000,0000,0,2921,0000,0000,0,2920,0000,0000,0,2855,0000,0000,0,2801,0000,0000,0,2745,0000,0000,0,2736,0000,0000,0,2677,0000,0000,0,2644,0000,0000
"Pottawatomie, KS",20149,0,9011,0000,0000,0,10716,0000,0000,0,9011,0000,0000,0,9046,0000,0000,0,9057,0000,0000,0,9080,0000,0000,0,9158,0000,0000,0,9228,0000,0000,0,9283,0000,0000,0,9384,0000,0000
"Pratt, KS",20151,0,4674,0000,0000,0,4761,0000,0000,0,4674,0000,0000,0,4670,0000,0000,0,4623,0000,0000,0,4661,0000,0000,0,4592,0000,0000,0,4551,0000,0000,0,4593,0000,0000,0,4607,0000,0000
"Rawlins, KS",20153,0,1482,0000,0000,0,1255,0000,0000,0,1482,0000,0000,0,1478,0000,0000,0,1432,0000,0000,0,1417,0000,0000,0,1375,0000,0000,0,1334,0000,0000,0,1277,0000,0000,0,1259,0000,0000
"Reno, KS",20155,0,32534,0000,0000,0,32315,0000,0000,0,32534,0000,0000,0,32488,0000,0000,0,32367,0000,0000,0,32090,0000,0000,0,31943,0000,0000,0,31794,0000,0000,0,31743,0000,0000,0,31757,0000,0000
"Republic, KS",20157,0,2815,0000,0000,0,2447,0000,0000,0,2815,0000,0000,0,2801,0000,0000,0,2737,0000,0000,0,2626,0000,0000,0,2574,0000,0000,0,2512,0000,0000,0,2489,0000,0000,0,2433,0000,0000
"Rice, KS",20159,0,5163,0000,0000,0,5066,0000,0000,0,5163,0000,0000,0,5149,0000,0000,0,5097,0000,0000,0,5070,0000,0000,0,5028,0000,0000,0,5047,0000,0000,0,4994,0000,0000,0,4917,0000,0000
"Riley, KS",20161,0,33524,0000,0000,0,37040,0000,0000,0,33580,0000,0000,0,33642,0000,0000,0,33747,0000,0000,0,33805,0000,0000,0,34268,0000,0000,0,34755,0000,0000,0,35379,0000,0000,0,36347,0000,0000
"Rooks, KS",20163,0,2815,0000,0000,0,2533,0000,0000,0,2815,0000,0000,0,2804,0000,0000,0,2750,0000,0000,0,2712,0000,0000,0,2674,0000,0000,0,2649,0000,0000,0,2618,0000,0000,0,2595,0000,0000
"Rush, KS",20165,0,1724,0000,0000,0,1630,0000,0000,0,1724,0000,0000,0,1716,0000,0000,0,1707,0000,0000,0,1679,0000,0000,0,1665,0000,0000,0,1658,0000,0000,0,1614,0000,0000,0,1568,0000,0000
"Russell, KS",20167,0,3542,0000,0000,0,3443,0000,0000,0,3542,0000,0000,0,3532,0000,0000,0,3439,0000,0000,0,3375,0000,0000,0,3354,0000,0000,0,3365,0000,0000,0,3267,0000,0000,0,3242,0000,0000
"Saline, KS",20169,0,26449,0000,0000,0,27675,0000,0000,0,26451,0000,0000,0,26476,0000,0000,0,26603,0000,0000,0,26682,0000,0000,0,26524,0000,0000,0,26564,0000,0000,0,26614,0000,0000,0,26692,0000,0000
"Scott, KS",20171,0,2522,0000,0000,0,2487,0000,0000,0,2522,0000,0000,0,2513,0000,0000,0,2510,0000,0000,0,2426,0000,0000,0,2369,0000,0000,0,2289,0000,0000,0,2304,0000,0000,0,2282,0000,0000
"Sedgwick, KS",20173,0,223870,0000,0000,0,246042,0000,0000,0,223870,0000,0000,0,224205,0000,0000,0,225626,0000,0000,0,227309,0000,0000,0,227589,0000,0000,0,228148,0000,0000,0,229265,0000,0000,0,231587,0000,0000
"Seward, KS",20175,0,11546,0000,0000,0,11830,0000,0000,0,11546,0000,0000,0,11565,0000,0000,0,11588,0000,0000,0,11683,0000,0000,0,11681,0000,0000,0,11620,0000,0000,0,11550,0000,0000,0,11586,0000,0000
"Shawnee, KS",20177,0,82239,0000,0000,0,85996,0000,0000,0,82238,0000,0000,0,82331,0000,0000,0,82516,0000,0000,0,82504,0000,0000,0,82695,0000,0000,0,82923,0000,0000,0,83051,0000,0000,0,83651,0000,0000
"Sheridan, KS",20179,0,1407,0000,0000,0,1300,0000,0000,0,1407,0000,0000,0,1397,0000,0000,0,1363,0000,0000,0,1322,0000,0000,0,1295,0000,0000,0,1253,0000,0000,0,1252,0000,0000,0,1231,0000,0000
"Sherman, KS",20181,0,3455,0000,0000,0,3005,0000,0000,0,3455,0000,0000,0,3449,0000,0000,0,3382,0000,0000,0,3269,0000,0000,0,3206,0000,0000,0,3148,0000,0000,0,3127,0000,0000,0,3035,0000,0000
"Smith, KS",20183,0,2182,0000,0000,0,1889,0000,0000,0,2182,0000,0000,0,2172,0000,0000,0,2125,0000,0000,0,2068,0000,0000,0,2040,0000,0000,0,2011,0000,0000,0,1981,0000,0000,0,1940,0000,0000
"Stafford, KS",20185,0,2336,0000,0000,0,2211,0000,0000,0,2336,0000,0000,0,2316,0000,0000,0,2302,0000,0000,0,2262,0000,0000,0,2210,0000,0000,0,2171,0000,0000,0,2175,0000,0000,0,2151,0000,0000
"Stanton, KS",20187,0,1227,0000,0000,0,1141,0000,0000,0,1227,0000,0000,0,1225,0000,0000,0,1233,0000,0000,0,1239,0000,0000,0,1204,0000,0000,0,1184,0000,0000,0,1125,0000,0000,0,1104,0000,0000
"Stevens, KS",20189,0,2666,0000,0000,0,2840,0000,0000,0,2666,0000,0000,0,2659,0000,0000,0,2620,0000,0000,0,2600,0000,0000,0,2587,0000,0000,0,2645,0000,0000,0,2607,0000,0000,0,2537,0000,0000
"Sumner, KS",20191,0,12765,0000,0000,0,12039,0000,0000,0,12766,0000,0000,0,12770,0000,0000,0,12619,0000,0000,0,12483,0000,0000,0,12306,0000,0000,0,12235,0000,0000,0,12036,0000,0000,0,11877,0000,0000
"Thomas, KS",20193,0,3976,0000,0000,0,3884,0000,0000,0,3976,0000,0000,0,3970,0000,0000,0,3933,0000,0000,0,3900,0000,0000,0,3845,0000,0000,0,3771,0000,0000,0,3686,0000,0000,0,3644,0000,0000
"Trego, KS",20195,0,1582,0000,0000,0,1481,0000,0000,0,1582,0000,0000,0,1579,0000,0000,0,1555,0000,0000,0,1506,0000,0000,0,1482,0000,0000,0,1488,0000,0000,0,1444,0000,0000,0,1431,0000,0000
"Wabaunsee, KS",20197,0,3485,0000,0000,0,3593,0000,0000,0,3485,0000,0000,0,3481,0000,0000,0,3436,0000,0000,0,3400,0000,0000,0,3388,0000,0000,0,3405,0000,0000,0,3444,0000,0000,0,3402,0000,0000
"Wallace, KS",20199,0,870,0000,0000,0,742,0000,0000,0,870,0000,0000,0,864,0000,0000,0,839,0000,0000,0,820,0000,0000,0,785,0000,0000,0,755,0000,0000,0,737,0000,0000,0,738,0000,0000
"Washington, KS",20201,0,3255,0000,0000,0,2939,0000,0000,0,3255,0000,0000,0,3251,0000,0000,0,3175,0000,0000,0,3125,0000,0000,0,3107,0000,0000,0,3048,0000,0000,0,3018,0000,0000,0,2977,0000,0000
"Wichita, KS",20203,0,1293,0000,0000,0,1143,0000,0000,0,1293,0000,0000,0,1286,0000,0000,0,1278,0000,0000,0,1246,0000,0000,0,1231,0000,0000,0,1182,0000,0000,0,1178,0000,0000,0,1135,0000,0000
"Wilson, KS",20205,0,5011,0000,0000,0,4622,0000,0000,0,5011,0000,0000,0,5001,0000,0000,0,4957,0000,0000,0,4918,0000,0000,0,4902,0000,0000,0,4766,0000,0000,0,4761,0000,0000,0,4748,0000,0000
"Woodson, KS",20207,0,1863,0000,0000,0,1655,0000,0000,0,1863,0000,0000,0,1851,0000,0000,0,1842,0000,0000,0,1768,0000,0000,0,1749,0000,0000,0,1704,0000,0000,0,1717,0000,0000,0,1670,0000,0000
"Wyandotte, KS",20209,0,77071,0000,0000,0,77702,0000,0000,0,77070,0000,0000,0,77047,0000,0000,0,77328,0000,0000,0,76749,0000,0000,0,76066,0000,0000,0,75334,0000,0000,0,74998,0000,0000,0,74799,0000,0000
KENTUCKY,21000,0,1975368,0000,0000,0,2134952,0000,0000,0,1975626,0000,0000,0,1979070,0000,0000,0,1991046,0000,0000,0,2001910,0000,0000,0,2013420,0000,0000,0,2033309,0000,0000,0,2051061,0000,0000,0,2067514,0000,0000
"Adair, KY",21001,0,8355,0000,0000,0,9208,0000,0000,0,8355,0000,0000,0,8382,0000,0000,0,8487,0000,0000,0,8554,0000,0000,0,8606,0000,0000,0,8633,0000,0000,0,8671,0000,0000,0,8741,0000,0000
"Allen, KY",21003,0,8716,0000,0000,0,9805,0000,0000,0,8714,0000,0000,0,8725,0000,0000,0,8749,0000,0000,0,8828,0000,0000,0,8883,0000,0000,0,8983,0000,0000,0,9037,0000,0000,0,9146,0000,0000
"Anderson, KY",21005,0,9340,0000,0000,0,10468,0000,0000,0,9340,0000,0000,0,9376,0000,0000,0,9525,0000,0000,0,9517,0000,0000,0,9629,0000,0000,0,9784,0000,0000,0,9925,0000,0000,0,10207,0000,0000
"Ballard, KY",21007,0,4091,0000,0000,0,4096,0000,0000,0,4091,0000,0000,0,4100,0000,0000,0,4079,0000,0000,0,4055,0000,0000,0,4100,0000,0000,0,4094,0000,0000,0,4107,0000,0000,0,4067,0000,0000
"Barren, KY",21009,0,18298,0000,0000,0,20464,0000,0000,0,18298,0000,0000,0,18339,0000,0000,0,18517,0000,0000,0,18597,0000,0000,0,18779,0000,0000,0,19000,0000,0000,0,19342,0000,0000,0,19593,0000,0000
"Bath, KY",21011,0,5476,0000,0000,0,5751,0000,0000,0,5481,0000,0000,0,5498,0000,0000,0,5584,0000,0000,0,5636,0000,0000,0,5637,0000,0000,0,5660,0000,0000,0,5702,0000,0000,0,5711,0000,0000
"Bell, KY",21013,0,14370,0000,0000,0,13937,0000,0000,0,14370,0000,0000,0,14361,0000,0000,0,14194,0000,0000,0,14284,0000,0000,0,14169,0000,0000,0,14098,0000,0000,0,14050,0000,0000,0,13975,0000,0000
"Boone, KY",21015,0,42499,0000,0000,0,58782,0000,0000,0,42499,0000,0000,0,43009,0000,0000,0,44661,0000,0000,0,46223,0000,0000,0,47875,0000,0000,0,50063,0000,0000,0,52384,0000,0000,0,54264,0000,0000
"Bourbon, KY",21017,0,9412,0000,0000,0,9742,0000,0000,0,9412,0000,0000,0,9415,0000,0000,0,9429,0000,0000,0,9417,0000,0000,0,9462,0000,0000,0,9565,0000,0000,0,9641,0000,0000,0,9579,0000,0000
